"Symbol","price","grahamNumber","yearHigh","yearLow","grahamMinusPrice","DCF","DCFminusPrice","InsiderPurchased","TransactionCount","TransactionCountBand"
"PRU",118.4,267.817010767273,124.22,92.18,149.417010767273,"151.437682645476","33.037682645476",-22854.4300000001,36,"12-45"
"PSA",396.51,115.791994290572,400.45,250.58,-280.718005709428,"400.688463761191","4.17846376119098",-2602336.75,12,"12-45"
"PSTG",35.12,5.45441052919489,36.709,16.79,-29.6655894708051,"36.7507392560567","1.6307392560567",-11650710.5184,11,"1-12"
"PSX",85.96,54.117729162114,94.34,63.19,-31.842270837886,"93.106360737935","7.14636073793501",0,7,"1-12"
"PTC",106.77,40.0304674658025,153.73,100.6,-66.7395325341975,"109.528640499464","2.75864049946401",0,0,"1-12"
"PWR",131.62,53.4004712523002,137.72,84.4,-78.2195287476998,"133.207599789334","1.58759978933401",-28132178.97,41,"12-45"
"PXD",253.15,135.823485341254,260,133.73,-117.326514658746,"268.988837167993","15.838837167993",-17268085.775,15,"12-45"
"PYPL",116.67,38.4537759782242,310.16,92.25,-78.2162240217758,"121.048264532435","4.378264532435",-4100013.6087,3,"1-12"
"QCOM",146.99,39.7829019975668,193.58,122.17,-107.207098002433,"153.183211488251","6.19321148825099",-223787.46,22,"12-45"
"QGEN",49.4,26.2129995863357,58,41.32,-23.1870004136643,"53.1947714559073","3.7947714559073",0,0,"1-12"
"QRVO",121.51,77.6631843305386,201.68,117.03,-43.8468156694614,"133.559027720314","12.049027720314",0,0,"1-12"
"QSR",58.22,16.4311352092924,71.12,53.47,-41.7888647907076,"60.0573613071113","1.8373613071113",0,0,"1-12"
"QSR.TO",72.84,20.950026014552,87.32,68.17,-51.889973985448,"75.1826724137931","2.3426724137931",0,0,"1-12"
"RACE",221.08,34.7462167030244,278.78,178.87,-186.333783296976,"228.353281170525","7.273281170525",0,0,"1-12"
"RCI",57.13,38.0486307780955,57.19,44.19,-19.0813692219045,"58.5458415841584","1.4158415841584",0,0,"1-12"
"RCL",83.66,96.3214118545259,98.27,61.45,12.6614118545259,"94.2671146741627","10.6071146741627",-3049502.8061,10,"1-12"
"RDS-A",51.04,71.5485063091691,56.13,36.32,20.5085063091691,"60.5250941556776","9.4850941556776",0,0,"1-12"
"RDSA.AS",22.795,35.7742531545845,24.165,15.168,12.9792531545845,"27.5375470778388","4.7425470778388",0,0,"1-12"
"RE",307.1,451.756487549781,308.2,234.87,144.656487549781,"343.7593985345","36.6593985345",78995.865,3,"1-12"
"REG",71.84,41.1589671884116,78.78,56.46,-30.6810328115884,"72.3854028846942","0.545402884694198",-302275.395,7,"1-12"
"REGN",694.83,552.476561101406,710.21,469.8,-142.353438898594,"720.548360071301","25.7183600713009",-86498702.59,77,"45<"
"REXR",77.3,26.6742005514587,81.68,51.42,-50.6257994485413,"77.614023085048","0.314023085048007",0,0,"1-12"
"RGEN",188.02,40.8540931488298,327.32,156.28,-147.16590685117,"198.56439089131","10.54439089131",344483.04,4,"1-12"
"RHI",113.63,39.1459560465474,125.77,77.62,-74.4840439534526,"113.675367297515","0.0453672975149999",0,11,"1-12"
"RI.PA",199.25,79.3836577980981,217.2,161.4,-119.866342201902,"207.155406417667","7.905406417667",0,0,"1-12"
"RJF",108.94,78.4298045738424,117.37,81.96,-30.5101954261576,"143.035643939394","34.095643939394",0,0,"1-12"
"RKT",11.04,20.2185583508951,23.43,10.07,9.17855835089513,"31.0951972588035","20.0551972588035",343860.29,9,"1-12"
"RMD",246.44,38.1971707578324,301.34,187.09,-208.242829242168,"248.456223856443","2.01622385644299",-4270164.2225,10,"1-12"
"RNG",121.17,18.4507279544777,337.34,98.91,-102.719272045522,"124.079912755552","2.909912755552",113578,8,"1-12"
"ROK",284.48,73.6650943167092,354.99,250.65,-210.814905683291,"290.134995730145","5.654995730145",-505507.75,2,"1-12"
"ROKU",125.56,29.2694213840967,490.761,97.91,-96.2905786159033,"140.708396250388","15.148396250388",-2183273.9934,13,"12-45"
"ROP",476.95,164.457044580088,505,412.2,-312.492955419912,"480.250469483568","3.30046948356801",0,0,"1-12"
"ROST",90.61,35.5976840686765,134.22,84.44,-55.0123159313235,"104.49071423133","13.88071423133",-8915441.58,13,"12-45"
"RPRX",39.36,13.3591463508165,47.1,34.86,-26.0008536491835,"41.653861187234","2.293861187234",-7985285.0751,10,"1-12"
"RS",184.77,219.843687166978,198.44,135.46,35.0736871669781,"189.439774669775","4.66977466977499",0,9,"1-12"
"RSG",133.25,50.7096636799201,145.98,100.29,-82.5403363200799,"133.340795241077","0.0907952410769894",0,0,"1-12"
"RTX",100.17,53.4738492776042,104.34,76.07,-46.6961507223958,"105.390637248367","5.220637248367",-1289942.38,9,"1-12"
"RY.TO",137.32,132.515982343828,149.6,114.91,-4.80401765617171,"274.338712493372","137.018712493372",0,0,"1-12"
"SAN.PA",94.14,78.2258842514428,96.29,80.95,-15.9141157485572,"102.195201021059","8.05520102105901",0,0,"1-12"
"SAP",110.63,58.1389947751916,151.48,104.14,-52.4910052248084,"118.17336711255","7.54336711255",0,0,"1-12"
"SAP.TO",29.7,23.2373948803432,42.42,26.21,-6.46260511965679,"30.4503912371455","0.7503912371455",0,0,"1-12"
"SBAC",350.6,48.0085112136126,391.15,274.6,-302.591488786387,"353.917567994797","3.317567994797",-981222.56012,78,"45<"
"SBUX",91.49,19.0021391449912,126.32,78.92,-72.4878608550088,"96.9355504006748","5.4455504006748",0,10,"1-12"
"SCCO",78.17,32.2825059473152,83.29,54.92,-45.8874940526848,"82.0530681671194","3.8830681671194",-26228250,11,"1-12"
"SCI",67.01,35.0560045595479,71.71,50.99,-31.9539954404521,"68.5890940193047","1.57909401930469",-782948.7,7,"1-12"
"SE",121.1,23.2527273128957,372.7,85.01,-97.8472726871043,"133.956887557167","12.856887557167",0,0,"1-12"
"SEDG",322.83,42.5155113925457,389.71,199.33,-280.314488607454,"332.30789161258","9.47789161258004",-3106316.11,19,"12-45"
"SGEN",148.89,37.4114181389594,192.79,117.46,-111.478581861041,"151.842030410909","2.952030410909",-339144.19,21,"12-45"
"SHOP",693,225.983501120375,1762.918,510.02,-467.016498879625,"713.933329224154","20.933329224154",0,0,"1-12"
"SHW",255.21,38.5191844277575,354.15,233.32,-216.690815572243,"255.830366903781","0.62036690378099",71298.85,1,"1-12"
"SIRI",6.59,2.16877089554489,7.29,5.75,-4.42122910445511,"6.6361018585566","0.0461018585566002",-4841963.515,8,"1-12"
"SIVB",547.75,448.294198468911,763.22,474.2,-99.4558015310886,"797.557761316451","249.807761316451",0,0,"1-12"
"SJM",137.51,112.605004756278,145.82,118.55,-24.904995243722,"140.484199288256","2.97419928825602",37456.76,1,"1-12"
"SJR",31.1,22.9734107311819,31.42,26.27,-8.12658926881812,"31.8029702970297","0.702970297029697",0,0,"1-12"
"SLB",41.69,17.9738523985831,46.27,24.52,-23.7161476014169,"42.9238483146067","1.2338483146067",-2603413.196,28,"12-45"
"SNA",203.7,163.015390371199,259.99,197.75,-40.6846096288006,"217.881818181818","14.181818181818",0,0,"1-12"
"SNAP",37.39,4.08026007142939,83.34,24.32,-33.3097399285706,"38.6511333830076","1.2611333830076",-2732719.147,6,"1-12"
"SNOW",234.81,62.0626057458036,405,164.29,-172.747394254196,"242.476863192608","7.66686319260799",-99989596.1851,14,"12-45"
"SNPS",334.98,62.2146147058896,377.6,225.02,-272.76538529411,"344.086648023389","9.10664802338897",0,0,"1-12"
"SO",74.12,36.8172447233207,74.19,60.12,-37.3027552766793,"75.8035205992509","1.6835205992509",-14316136.06,20,"12-45"
"SPG",133,39.6933442189682,171.12,111.3,-93.3066557810318,"134.624787367742","1.62478736774199",10770.75,13,"12-45"
"SPGI",407.88,48.8098197979226,484.21,359.41,-359.070180202077,"434.760430285478","26.880430285478",-4194941.61,9,"1-12"
"SPLK",147.87,16.029132017819,176.66,105.45,-131.840867982181,"158.104903605811","10.234903605811",-7988788.98,21,"12-45"
"SPOT",153.7,6.65556401716645,305.6,118.2,-147.044435982834,"167.84845373359","14.14845373359",0,0,"1-12"
"SQ",133.62,7.63317022983698,289.23,82.72,-125.986829770163,"142.475828960558","8.855828960558",0,2,"1-12"
"SQM",88.75,10.574781609076,88.87,40.53,-78.175218390924,"90.6704126124012","1.92041261240119",0,0,"1-12"
"SRE",170.34,89.0698174663595,170.59,119.56,-81.2701825336405,"172.12573710372","1.78573710372001",-4996048.52,3,"1-12"
"SSNC",75.13,41.2150690812506,84.85,68.15,-33.9149309187494,"77.2399887766554","2.1099887766554",0,0,"1-12"
"STE",248,69.138756738646,249.06,188.1,-178.861243261354,"250.567358960628","2.56735896062801",-984000,3,"1-12"
"STLD",84.99,105.470511992853,89.69,49.53,20.4805119928526,"91.0824047470943","6.09240474709431",-16728302.51,29,"12-45"
"STM",42.76,22.7559016587114,52.15,34.16,-20.0040983412886,"46.3650498451686","3.6050498451686",0,0,"1-12"
"STM.PA",38.655,22.7559016587114,46.335,28.25,-15.8990983412886,"42.2600498451686","3.6050498451686",0,0,"1-12"
"STT",85.81,111.314044907111,104.87,76.92,25.504044907111,"381.896740115958","296.086740115958",0,1,"1-12"
"STX",89.42,17.8479464937601,117.67,78.01,-71.5720535062399,"94.354693877551","4.934693877551",-5256061.97,2,"1-12"
"STZ",233.71,127.766582938284,258,207.35,-105.943417061716,"236.068326335839","2.358326335839",0,0,"1-12"
"SU",32.77,38.1729927665921,34.09,17.1,5.40299276659213,"34.2149541284404","1.44495412844039",0,0,"1-12"
"SU.TO",41.02,39.1478407001476,43.12,21.9,-1.87215929985243,"42.5008596373405","1.48085963734049",0,0,"1-12"
"SUI",181.17,66.7859387966082,211.79,150.55,-114.384061203392,"181.727270140253","0.557270140253024",-6419700.72,21,"12-45"
"SWK",140.9,136.133843771825,225,136.62,-4.76615622817468,"141.812992987341","0.912992987340999",-2216739.805126,47,"45<"
"SWKS",132.03,80.8909045171527,204,118.99,-51.1390954828473,"137.316826347305","5.28682634730501",-1400000,1,"1-12"
"SYK",269.05,68.8020813210047,281.16,236.09,-200.247918678995,"276.791256902445","7.741256902445",-8187125.76,38,"12-45"
"SYY",82.41,8.38015181597383,89.22,68.05,-74.0298481840262,"88.2655023020237","5.85550230202371",-1062974.9,13,"12-45"
"T",23.98,38.3037077099153,33.88,22.02,14.3237077099153,"26.9270973131004","2.9470973131004",-1361308.986868,5,"1-12"
"T.TO",33.31,18.6079493374932,33.81,25.35,-14.7020506625068,"33.31","0",0,0,"1-12"
"TAP",52.42,80.3702898498742,61.48,42.46,27.9502898498742,"55.360036900369","2.940036900369",-496185.98,7,"1-12"
"TCOM",24.55,142.497113072901,42.04,14.29,117.947113072901,"59.8244482547742","35.2744482547742",0,0,"1-12"
"TD.TO",99.47,99.1523675656942,109.08,80.68,-0.31763243430575,"191.260516239695","91.790516239695",0,0,"1-12"
"TDG",667.04,114.373820436654,688.03,552.72,-552.666179563346,"749.009178082192","81.969178082192",-10325632.2454,26,"12-45"
"TDOC",73.77,137.468230543183,194.99,50.08,63.6982305431834,"83.6417004870299","9.8717004870299",-1878054.294,100,"45<"
"TDY",474.3,236.493249416956,478.09,391.28,-237.806750583044,"486.825065963061","12.525065963061",0,0,"1-12"
"TEAM",305.75,8.60914084771618,483.13,207.83,-297.140859152284,"309.431635219622","3.68163521962202",0,0,"1-12"
"TECH",433.27,57.3492385541322,543.85,347.88,-375.920761445868,"438.187891460613","4.91789146061302",0,0,"1-12"
"TECK",42.19,72.0983792279819,43.18,19.32,29.9083792279819,"44.8602844311377","2.6702844311377",0,0,"1-12"
"TECK-B.TO",52.85,72.3828176957233,54.04,24.36,19.5328176957233,"55.4911253007588","2.6411253007588",0,0,"1-12"
"TEL",131.82,70.481628225768,166.44,125.48,-61.338371774232,"135.432612612613","3.61261261261302",-27100.32,4,"1-12"
"TER",116.37,46.054248005697,168.91,102.51,-70.315751994303,"122.500827897422","6.13082789742199",0,5,"1-12"
"TEVA",9.39,8.96808000621849,11.72,7.24,-0.421919993781511,"11.3671689497717","1.9771689497717",-1269177.4717,82,"45<"
"TFII.TO",125.6,61.910624245384,148.63,92.38,-63.689375754616,"125.802397852216","0.202397852216009",0,0,"1-12"
"TFX",354.82,137.74601652132,449.38,289,-217.07398347868,"364.232396641783","9.412396641783",0,0,"1-12"
"TGT",210.54,91.7302101071136,268.98,184,-118.809789892886,"222.537158514309","11.997158514309",-31804367.2904,90,"45<"
"TJX",60.89,17.4791420526622,77.35,57.92,-43.4108579473378,"66.0161625269716","5.1261625269716",-14055710,19,"12-45"
"TMO",592.34,212.636658982201,672.34,438.72,-379.703341017799,"603.560551378446","11.220551378446",-98517.6,2,"1-12"
"TMUS",130.76,59.9270799615399,150.2,101.51,-70.8329200384601,"136.502371322482","5.742371322482",-2653881.28,9,"1-12"
"TOTS3.SA",36.79,10.4014194087194,41.24,23.96,-26.3885805912806,"41.8309396556258","5.0409396556258",0,0,"1-12"
"TOU.TO",59.32,73.7309786571291,59.71,23.07,14.4109786571291,"59.32","0",0,0,"1-12"
"TRGP",77.34,7.73145873684049,77.77,30.6,-69.6085412631595,"78.022601205857","0.682601205856997",-1795626.6196,5,"1-12"
"TRI",108.02,84.7167840010572,123.6,89.6,-23.3032159989427,"109.582148598136","1.56214859813601",0,0,"1-12"
"TRI.TO",135.15,85.2796112146589,156.62,111.72,-49.8703887853411,"136.723292040228","1.57329204022798",0,0,"1-12"
"TRMB",72.78,26.3986549828669,96.49,62.32,-46.3813450171331,"74.0709235037654","1.2909235037654",1033935.28,37,"12-45"
"TROW",152.86,109.341044079684,224.56,133.07,-43.5189559203158,"159.447802768166","6.587802768166",120204.61249,11,"1-12"
"TRP",57.11,40.6976856984361,58.31,44.77,-16.4123143015639,"57.8259574468085","0.715957446808503",0,0,"1-12"
"TRP.TO",71.46,39.317394199928,73.17,57.71,-32.142605800072,"72.1509650924025","0.690965092402507",0,0,"1-12"
"TRU",100.6,58.1571363961035,125.35,83.47,-42.4428636038965,"110.185848074922","9.58584807492201",-41160,2,"1-12"
"TRV",185.25,192.452557180125,187.98,144.44,7.20255718012501,"188.631775333857","3.38177533385701",0,0,"1-12"
"TS",30.69,29.1508873619332,31.49,18.8,-1.53911263806677,"31.2289530357795","0.5389530357795",0,0,"1-12"
"TSCO",226.71,57.6005706049225,241.54,170.82,-169.109429395078,"234.186668142648","7.47666814264798",0,0,"1-12"
"TSLA",1084.59,63.778541979197,1243.49,546.98,-1020.8114580208,"1100.774375","16.184375",-7803130.011,24,"12-45"
"TSM",102.79,1040.23271973102,145,97.62,937.442719731022,"102.79","0",0,0,"1-12"
"TSN",91.04,96.0261418044182,100.72,69.88,4.98614180441815,"97.9084931506849","6.8684931506849",-2349348.252,4,"1-12"
"TT",154.85,59.2720655024154,207.06,142.53,-95.5779344975846,"163.731941587824","8.881941587824",-1831779.7958,1,"1-12"
"TTD",72.33,4.70067227539531,114.09,46.71,-67.6293277246047,"73.8694668081979","1.5394668081979",-190820,8,"1-12"
"TTWO",151.88,57.9775868147928,195.83,133.54,-93.9024131852072,"164.173371578656","12.293371578656",0,0,"1-12"
"TU",26.62,18.6079493374932,26.645,20.2,-8.01205066250682,"26.62","0",0,0,"1-12"
"TWLO",169.5,104.662489110862,412.68,123.05,-64.8375108891379,"179.584285206798","10.084285206798",-790955.5666,22,"12-45"
"TWTR",39.31,7.65798936234087,73.34,31.3,-31.6520106376591,"42.0852979269186","2.7752979269186",-161350,2,"1-12"
"TXN",182.08,52.4177203031203,202.26,161.04,-129.66227969688,"187.043558413719","4.963558413719",61250.904,2,"1-12"
"TXT",73.03,47.2407931244125,79.45,56.52,-25.7892068755875,"82.3807067137809","9.35070671378089",-3933582.659,11,"1-12"
"TYL",443.94,72.5775430907425,557.55,384.38,-371.362456909257,"451.385239127294","7.44523912729403",-279830.28,3,"1-12"
"U",98.92,31.5146356192515,210,73.12,-67.4053643807485,"105.131433580628","6.211433580628",60182623.43,18,"12-45"
"UAL",45.78,47.8039419511815,61.34,30.54,2.02394195118147,"104.408441688023","58.628441688023",-5906.77,19,"12-45"
"UDR",58.98,11.5736130824661,61.06,43.2,-47.4063869175339,"58.9832787774602","0.00327877746020278",0,0,"1-12"
"UHS",144.18,137.032477465435,165,116.23,-7.14752253456493,"145.527178893991","1.34717889399099",25463830.93,10,"1-12"
"ULTA",388.22,103.561692189886,422.43,299.77,-284.658307810114,"395.850397114467","7.63039711446697",6420317.484,17,"12-45"
"UNH",512.59,176.594034893169,521.89,360.55,-335.995965106831,"534.832455775234","22.242455775234",7666275.4,18,"12-45"
"UNP",259.96,67.3101927337971,278.94,195.68,-192.649807266203,"261.373635694301","1.41363569430104",-13378578.26016,16,"12-45"
"UPS",206.64,74.1569335074419,233.72,171.11,-132.483066492558,"218.413823191734","11.773823191734",14282241.659035,14,"12-45"
"URI",354,188.013105589476,414.99,285.59,-165.986894410524,"355.975308641975","1.975308641975",1681818.852,40,"12-45"
"USB",52.9,65.7351613877684,63.57,52.44,12.8351613877684,"72.0423841059603","19.1423841059603",-2309560.5,26,"12-45"
"V",226.36,47.8990984792718,252.67,186.67,-178.460901520728,"233.895191956124","7.53519195612398",-5119036.14,12,"12-45"
"VALE",20.83,12.2134234016884,23.18,11.16,-8.6165765983116,"23.4590904759336","2.6290904759336",0,0,"1-12"
"VEEV",216.76,35.1201848933037,343.96,166.48,-181.639815106696,"223.840357365055","7.08035736505502",-2444146.1,10,"1-12"
"VER",51.12,25.5074436753081,52.53,34.76,-25.6125563246919,"53.5230762041321","2.40307620413211",0,0,"1-12"
"VFC",56.54,13.5912588089188,90.79,51.02,-42.9487411910812,"58.6203527482588","2.0803527482588",943046.3,2,"1-12"
"VICI",28.92,32.8358396991005,33.35,26.23,3.91583969910048,"30.3676440122855","1.4476440122855",100145.25,2,"1-12"
"VIV",11.61,58.6593725883468,11.64,7.62,47.0493725883468,"15.4291061905763","3.8191061905763",0,0,"1-12"
"VIV.PA",11.91,90.023832176338,33.48,10,78.113832176338,"14.8275067940738","2.9175067940738",0,0,"1-12"
"VLO",101.27,48.2504081862651,103.09,58.85,-53.0195918137349,"111.397764127764","10.127764127764",0,0,"1-12"
"VMC",184.18,74.9671754661591,213.65,163,-109.212824533841,"185.943668430335","1.763668430335",0,0,"1-12"
"VMW",114.21,14.2657351981122,172,107.57,-99.9442648018878,"124.939137132596","10.729137132596",0,3,"1-12"
"VRSK",214.12,39.9606209924527,231.57,167.37,-174.159379007547,"215.81549236569","1.69549236569",-862350.5,3,"1-12"
"VRTX",266.15,88.7865097678604,267.13,176.36,-177.36349023214,"291.947658278789","25.797658278789",-2032417.73,5,"1-12"
"VTR",62.84,9.26595669635119,64.02,45.44,-53.5740433036488,"63.2376727941079","0.397672794107898",-8595253.826,15,"12-45"
"VTRS",10.82,40.2364633176405,16.29,9.66,29.4164633176405,"11.9863339986693","1.1663339986693",-4566771.178,100,"45<"
"VZ",52.12,48.6735461113355,59.85,49.69,-3.44645388866453,"52.8252148720425","0.705214872042504",-5643642.37361,59,"45<"
"W",111.11,22.796674767146,343.804,100.57,-88.313325232854,"128.283862709766","17.173862709766",1066010.42,12,"12-45"
"WAB",95.44,59.5943061325527,100.05,76.3,-35.8456938674473,"97.924243697479","2.484243697479",-637395.72,19,"12-45"
"WAT",308.58,38.5495768446435,428.22,286.34,-270.030423155356,"317.701110648252","9.121110648252",0,1,"1-12"
"WBA",43.86,42.320181783867,57.05,43.18,-1.53981821613301,"48.632622345337","4.772622345337",-1218893.68,1,"1-12"
"WCN",139.73,37.4574938522132,141.22,109.61,-102.272506147787,"140.2891504269","0.559150426900004",10999.9171737,1,"1-12"
"WDAY",237.93,7.00202150019345,307.81,205.9,-230.927978499807,"243.969683976822","6.039683976822",-80075164.2264,71,"45<"
"WDC",48.39,46.1403246840084,78.19,43.85,-2.24967531599162,"59.2961488673139","10.9061488673139",-2377847.29,3,"1-12"
"WEC",101.13,56.7586113691188,101.19,86.84,-44.3713886308812,"101.181500789889","0.0515007898890047",136020.16345,2,"1-12"
"WELL",97.82,27.7990729779316,98.47,70.74,-70.0209270220683,"98.4651207153074","0.645120715307414",0,10,"1-12"
"WES",24.96,0,27.29,17.97,-24.96,"25.4237748706245","0.463774870624498",0,0,"1-12"
"WFC",48.71,73.2372050760656,60.3,39.06,24.5272050760656,"105.366668763001","56.656668763001",-4914520.96205,51,"45<"
"WHR",172.44,222.377628621487,257.68,169.25,49.9376286214873,"220.528467614534","48.088467614534",0,0,"1-12"
"WLK",123.64,147.899961389479,127.21,78.06,24.2599613894786,"138.441454545455","14.801454545455",-13253643.536,58,"45<"
"WLTW",231.56,267.228752239592,271.87,199.78,35.6687522395923,"266.842823529412","35.282823529412",0,0,"1-12"
"WM",159.81,40.3339512614989,168.04,129.7,-119.476048738501,"160.087581745472","0.277581745471991",-10564116.829,4,"1-12"
"WMB",33.83,16.2699971425144,34.39,23.21,-17.5600028574856,"35.2125282986261","1.3825282986261",-627681.3,11,"1-12"
"WMG",36.98,0.878543576546452,50.23,29.34,-36.1014564234535,"37.9320394737468","0.952039473746801",-1802200,5,"1-12"
"WMT",151.01,57.320200134976,152.57,132.01,-93.689799865024,"156.272032085562","5.262032085562",-562116755.5478,57,"45<"
"WN.TO",153.42,54.8026651541364,159.83,108,-98.6173348458636,"173.286844207723","19.866844207723",0,0,"1-12"
"WPC",81.91,47.9243429563391,83.6,70.15,-33.9856570436609,"82.856165300884","0.946165300884005",0,0,"1-12"
"WPM",48.87,18.0086381634543,50.34,36.39,-30.8613618365457,"49.2981178483347","0.428117848334701",0,0,"1-12"
"WPM.TO",61.13,23.1004491174537,64.63,45.76,-38.0295508825463,"61.6368034913154","0.506803491315395",0,0,"1-12"
"WRB",67.31,44.5940868444813,67.58,47.13333,-22.7159131555187,"72.9180479430631","5.6080479430631",0,0,"1-12"
"WRK",47.19,55.9868622417887,62.03,40.78,8.7968622417887,"48.277476635514","1.087476635514",-1384876.88,3,"1-12"
"WSM",141.9,0.296349531700173,223.32,127.85,-141.6036504683,"152.656283600025","10.756283600025",-4512627.78,22,"12-45"
"WSO",304.2,102.711943559323,318.98,252.5,-201.488056440677,"307.266324393361","3.06632439336101",-2667327.04,7,"1-12"
"WSP.TO",162.69,60.5270391698266,187.94,121.16,-102.162960830173,"170.623161887845","7.93316188784499",0,0,"1-12"
"WST",417.03,79.7977856413581,475.35,285.29,-337.232214358642,"427.090686015831","10.060686015831",-2936777.8642,14,"12-45"
"WTRG",52.59,21.9363594202396,53.93,44.71,-30.6536405797604,"52.59","0",0,0,"1-12"
"WTW",237.46,273.010143514007,271.87,199.78,35.5501435140066,"273.506153846154","36.046153846154",0,0,"1-12"
"WY",38.02,33.6456286105789,43.04,32.65,-4.37437138942109,"40.5323713228658","2.5123713228658",-87288.43,1,"1-12"
"XEL",72.75,44.9430325440574,72.94,61.16,-27.8069674559426,"73.0643939393939","0.314393939393895",0,7,"1-12"
"XLNX",194.92,26.530879706444,239.79,111.84,-168.389120293556,"200.738605422503","5.81860542250303",0,0,"1-12"
"XLRN",178.75,31.4663550068402,189.99,111.75,-147.28364499316,"190.262059859155","11.512059859155",0,0,"1-12"
"XOM",83.12,69.1620898443201,91.51,52.1,-13.9579101556799,"84.711377005454","1.59137700545399",0,1,"1-12"
"XRAY",49.25,31.5277644978725,69.54,47.4,-17.7222355021275,"50.7965328467153","1.5465328467153",13779156.25633,53,"45<"
"XYL",86.23,30.8734031203981,138.78,82.03,-55.3565968796019,"93.678923246825","7.44892324682499",-2038036.4483,4,"1-12"
"YUM",118.82,57.0381118849773,139.85,109.95,-61.7818881150227,"120.403061889251","1.58306188925101",0,2,"1-12"
"YUMC",44.09,32.14574796806,69.67,33.55,-11.94425203194,"46.9158706467662","2.8258706467662",0,16,"12-45"
"Z",48.93,35.5784647204996,147.86,44.797,-13.3515352795004,"60.5963941603231","11.6663941603231",123376277.0388,26,"12-45"
"ZBH",127.73,51.6826013600693,175.1068,105.31068,-76.0473986399307,"130.041594202899","2.311594202899",-4295247.7078,8,"1-12"
"ZBRA",413.73,140.273545382011,615,375.63,-273.456454617989,"419.888041497966","6.158041497966",-66149.16,1,"1-12"
"ZEN",123.81,13.6150063739718,155.62,87.9,-110.194993626028,"127.94140402638","4.13140402638",-1701052.8833,72,"45<"
"ZG",47.89,35.5784647204996,150.13,44.08,-12.3115352795004,"59.5563941603231","11.6663941603231",123376277.0388,26,"12-45"
"ZM",118.02,47.1209030807211,406.48,94.51,-70.8990969192789,"121.584982759115","3.564982759115",-24317180.8745,88,"45<"
"ZNGA",9.21,2.65645459557945,11.37,5.57,-6.55354540442055,"10.1777419354839","0.967741935483899",-2907204.3,100,"45<"
"ZS",246.21,13.0172146176058,376.11,157.03,-233.192785382394,"248.243836082976","2.03383608297599",-5641712.1133,4,"1-12"
"ZTO",25.78,90.6101467830349,34.82,19.72,64.8301467830349,"37.9903315669002","12.2103315669002",0,0,"1-12"
"ZTS",191.11,30.3463032921789,249.27,155.41,-160.763696707821,"198.385857817786","7.27585781778598",-603840,3,"1-12"
